x0,y0,d,theta0_degree,delta_theta_degree,gain,mse
40.2259,45.2946,0.2788,41.9366,0.9903,1.3281,190.3516
41.9040,61.2007,0.2752,24.0107,0.9653,1.3606,106.5832
39.1638,46.9133,0.2836,40.0098,0.9709,1.3581,158.8702
40.7031,49.1126,0.2754,36.4176,1.0323,1.3364,134.6714
39.0524,58.6840,0.2871,26.9129,0.9484,1.3930,108.2403
41.5319,59.4566,0.2754,26.0785,1.0440,1.3606,71.1739
40.9853,55.6177,0.2754,30.5699,1.0166,1.3774,45.2144
41.0494,46.8274,0.2741,40.1722,1.0635,1.2946,217.0865
39.3413,53.9558,0.2830,31.6611,1.0175,1.3892,60.9126
41.2965,45.4718,0.2733,39.8279,0.9791,1.3200,184.8046
38.7732,59.2612,0.2890,25.3843,1.0041,1.3958,86.4586
40.6396,55.0264,0.2769,30.3710,1.0502,1.3633,70.7506
40.3993,44.8297,0.2781,41.6161,0.9824,1.3254,196.4733
40.6134,49.5130,0.2758,36.3695,0.9812,1.3619,102.5336
41.1328,49.2478,0.2732,36.3866,0.9925,1.3491,111.1721
41.5414,55.5488,0.2726,29.6689,1.0075,1.3735,42.3174
38.3232,46.2173,0.2881,40.3614,0.9736,1.3560,185.4544
37.8660,52.2244,0.2900,34.2661,1.0134,1.3885,103.5385
41.0820,68.5526,0.2892,16.2940,1.0311,1.3318,221.2939
41.4806,68.9621,0.2879,15.4361,0.9694,1.3097,280.0406
39.0191,60.6292,0.2890,25.7076,1.0446,1.3879,84.5875
42.2311,45.1406,0.2687,43.5589,1.0313,1.2751,241.9976
38.5677,54.1242,0.2870,32.9911,0.9647,1.4061,72.7966
41.2879,62.4494,0.2796,22.7438,1.0137,1.3667,96.7533
44.6127,66.6834,0.2692,19.8120,1.0254,1.2868,217.5911
42.6195,59.5452,0.2700,27.0222,0.9536,1.3580,89.4096
43.1936,62.5525,0.2703,23.2529,0.9999,1.3379,116.8485
43.3520,65.6870,0.2737,19.9322,1.0509,1.3084,182.3720
42.6586,64.5354,0.2755,20.9584,1.0123,1.3386,139.3220
40.7500,50.9488,0.2752,36.0434,1.0052,1.3597,91.3033
38.6569,57.7971,0.2885,27.9377,0.9991,1.4026,70.5318
42.6416,65.0459,0.2763,20.5019,0.9843,1.3359,160.6394
39.4366,47.0209,0.2822,37.5851,0.9827,1.3531,156.7039
44.4938,67.6583,0.2713,15.8876,1.0290,1.2901,222.0136
40.0893,55.5010,0.2799,31.2091,1.0369,1.3764,63.5237
40.3958,64.9096,0.2871,20.1729,0.9392,1.3420,215.9706
42.8359,67.0630,0.2783,17.5403,1.0041,1.3224,195.0115
42.0643,46.5232,0.2690,38.4831,0.9747,1.3169,170.7774
38.7138,48.3685,0.2856,38.7440,0.9891,1.3669,140.6580
45.0494,67.6654,0.2687,15.7823,1.0031,1.2820,234.5536
39.6531,47.2895,0.2810,37.9233,1.0332,1.3348,169.3421
41.4754,58.4076,0.2748,26.2385,0.9983,1.3773,51.2783
40.0080,45.1368,0.2800,40.3825,0.9755,1.3341,190.5268
40.3461,45.5657,0.2781,39.1000,1.0062,1.3252,186.1038
41.8070,60.1886,0.2747,23.9791,0.9400,1.3560,122.6906
39.9493,51.2409,0.2793,35.9544,0.9608,1.3858,78.3586
41.3545,57.4774,0.2747,28.0057,1.0118,1.3780,41.9709
44.5645,70.3204,0.2758,14.0260,0.9527,1.2652,317.3065
39.2766,52.8009,0.2829,32.9328,1.0142,1.3851,72.1254
38.6084,45.1471,0.2870,42.1121,1.0086,1.3327,215.5687
45.1706,69.3630,0.2711,14.1781,0.9858,1.2702,277.5714
42.4582,65.9817,0.2785,20.5583,0.9656,1.3311,189.4294
41.0119,45.3908,0.2748,40.1388,1.0039,1.3154,191.5139
41.1654,67.8247,0.2876,16.9027,0.9647,1.3210,255.9383
40.2546,49.8320,0.2776,35.8035,1.0116,1.3576,107.0494
38.6404,45.0965,0.2869,42.3959,1.0108,1.3308,218.4022
41.1048,66.7937,0.2863,19.6797,1.0174,1.3454,180.4674
42.4823,68.9001,0.2831,16.6181,1.0305,1.3167,223.4157
43.7004,69.2647,0.2779,15.8625,1.0054,1.2986,245.4185
41.5188,53.6716,0.2719,33.6503,1.0539,1.3341,110.3818
38.8014,53.8436,0.2857,31.5628,1.0407,1.3823,81.0673
42.0540,45.2144,0.2696,40.9051,1.0169,1.2911,213.4153
43.8305,68.7774,0.2764,16.2562,1.0097,1.2995,234.4061
38.3709,56.9173,0.2893,30.7133,1.0345,1.3951,74.5067
38.7276,52.4479,0.2856,34.1630,1.0125,1.3863,85.3671
42.7528,58.2096,0.2682,27.9252,1.0073,1.3523,66.8405
45.4322,70.7821,0.2726,14.8647,1.0021,1.2620,299.4474
39.9958,57.9828,0.2819,27.1199,0.9757,1.3933,66.3357
38.6801,47.4691,0.2859,36.9483,1.0193,1.3509,164.1963
42.6838,64.1980,0.2749,20.4355,1.0105,1.3396,134.7354
38.0908,47.6206,0.2889,37.7846,1.0377,1.3470,181.7278
37.8298,51.1316,0.2900,36.8449,0.9895,1.3891,114.4246
40.9731,62.6299,0.2814,23.9559,0.9872,1.3708,109.1582
37.8912,48.5810,0.2897,38.8772,0.9854,1.3730,150.7943
40.3603,57.3495,0.2796,26.8034,1.0371,1.3832,45.8885
41.1349,68.8586,0.2894,13.4065,0.9442,1.2930,324.4739
39.9274,46.8058,0.2798,39.8483,1.0021,1.3401,163.3410
42.6294,62.6237,0.2732,22.7431,1.0060,1.3473,108.7959
42.1396,69.9229,0.2865,16.4402,0.9936,1.3109,265.1120
42.3817,58.1689,0.2700,25.4764,0.9835,1.3612,68.3171
41.1193,46.8099,0.2737,39.7003,1.0126,1.3204,170.6790
38.6595,57.2736,0.2881,28.4104,1.0186,1.4009,62.2127
38.9966,56.3816,0.2859,29.6858,0.9605,1.4035,73.7536
39.2197,59.9679,0.2874,27.8787,0.9831,1.3978,83.5634
39.7838,55.9940,0.2817,31.2651,1.0171,1.3907,50.0682
41.3350,49.9212,0.2722,34.9938,0.9896,1.3519,100.0910
45.4700,70.2449,0.2714,12.6221,0.9971,1.2616,295.2388
38.9771,53.5812,0.2847,31.3111,0.9591,1.3985,80.0197
40.2965,50.2356,0.2774,35.6772,1.0512,1.3383,134.3014
42.2704,45.0633,0.2686,42.0942,0.9718,1.3013,204.0278
39.8909,53.5176,0.2800,31.8385,1.0358,1.3736,71.7836
39.4896,62.7813,0.2889,23.5584,1.0328,1.3796,109.2940
41.4015,51.8731,0.2720,35.5909,0.9941,1.3599,78.0904
42.4087,56.3582,0.2687,29.7064,0.9966,1.3617,52.5987
41.4744,67.0681,0.2849,16.9710,0.9971,1.3327,208.8000
41.0524,58.9874,0.2774,26.1746,1.0608,1.3604,75.4734
39.8879,52.3119,0.2797,31.9250,0.9531,1.3865,82.8753
41.9371,50.4548,0.2691,36.2313,1.0152,1.3321,116.0183
41.0662,61.7769,0.2800,25.5051,0.9940,1.3751,88.4254
42.0973,61.8660,0.2750,23.4767,0.9810,1.3582,104.3828
40.1112,60.5295,0.2834,24.9031,1.0336,1.3826,71.5358
42.4593,69.4560,0.2841,18.3959,1.0053,1.3150,241.0581
44.6279,67.5304,0.2705,16.2368,0.9964,1.2905,227.0875
41.8682,44.8160,0.2707,41.8922,0.9816,1.3038,205.3301
40.3313,51.7679,0.2774,33.8497,1.0375,1.3565,96.0887
41.3723,57.7500,0.2748,28.0298,1.0170,1.3756,45.5594
42.2836,57.9195,0.2703,27.6057,1.0213,1.3575,59.9286
38.7206,47.1506,0.2858,39.1880,1.0352,1.3387,185.8679
41.8109,68.1515,0.2850,15.3193,1.0047,1.3222,230.2466
40.9292,63.5320,0.2827,22.2254,0.9456,1.3540,167.6812
43.5142,69.3894,0.2790,14.4611,1.0055,1.2982,251.9696
41.6943,60.2176,0.2753,24.3111,1.0088,1.3692,67.9995
41.3796,52.9108,0.2723,33.4384,0.9685,1.3751,58.5756
42.8609,60.5173,0.2697,26.0109,0.9943,1.3508,86.0208
41.8140,47.2564,0.2701,38.7173,1.0201,1.3102,170.7049
40.8349,45.3613,0.2757,41.9500,1.0160,1.3093,205.7828
41.1417,60.6299,0.2784,26.6877,0.9683,1.3784,84.0710
40.0135,50.8081,0.2789,36.3082,1.0145,1.3630,100.4779
43.0979,68.5387,0.2795,17.3829,1.0216,1.3112,219.9747
39.6957,56.4222,0.2824,30.5641,0.9965,1.4000,43.2669
41.7513,65.7585,0.2816,19.4872,0.9957,1.3428,169.6796
42.2035,63.1030,0.2759,20.3346,1.0543,1.3412,117.0919
40.2595,47.7000,0.2779,37.5803,0.9906,1.3493,137.6675
41.9134,49.9094,0.2692,36.9771,0.9670,1.3480,104.3660
41.8327,46.9951,0.2701,37.8112,0.9629,1.3273,159.0338
40.9705,45.3553,0.2750,42.8625,0.9813,1.3215,188.5836
41.7063,47.2654,0.2706,39.6686,0.9700,1.3307,150.2207
39.3436,58.6412,0.2856,25.7723,1.0350,1.3925,60.0507
41.6931,65.6262,0.2817,19.0795,1.0376,1.3433,152.7575
41.3855,58.3761,0.2752,26.8002,1.0238,1.3734,49.7862
42.3025,67.8348,0.2821,18.2269,0.9988,1.3255,209.9375
43.0833,65.3756,0.2746,19.1007,1.0789,1.3034,186.9829
41.3489,52.3629,0.2723,33.4443,0.9677,1.3724,65.2837
40.2719,56.3113,0.2794,28.9675,1.0213,1.3879,41.2928
40.5068,57.3787,0.2789,28.3074,0.9987,1.3920,40.6153
43.8834,67.9914,0.2748,16.6758,1.0104,1.3024,219.1000
40.3750,44.9316,0.2782,39.5205,1.0036,1.3202,199.0324
42.1691,57.1399,0.2704,28.0131,1.0443,1.3484,70.4863
40.1351,63.8024,0.2869,21.8753,1.0197,1.3703,126.1916
37.9144,50.8609,0.2895,36.0169,1.0215,1.3765,124.9933
45.9588,69.8895,0.2684,13.6913,0.9789,1.2528,303.0646
42.7420,67.6550,0.2797,16.0144,1.0315,1.3198,199.1872
43.1117,62.4850,0.2707,19.0570,0.9579,1.3236,164.4797
42.5694,67.8488,0.2809,15.9093,0.9932,1.3161,225.7033
44.8299,70.5615,0.2750,13.4614,0.9738,1.2663,307.7295
40.0076,64.5166,0.2884,19.8704,1.0292,1.3649,143.0849
40.4949,51.9060,0.2766,34.1632,0.9820,1.3790,66.8187
40.7751,48.8956,0.2751,35.3542,0.9602,1.3576,119.5372
43.6200,68.2771,0.2766,18.5155,1.0170,1.3039,222.2421
40.1312,46.4762,0.2788,38.8747,1.0528,1.3132,201.1564
41.9344,50.1850,0.2691,35.1711,0.9692,1.3488,100.8376
43.4005,63.1233,0.2700,21.7965,1.0548,1.3137,146.7418
41.2771,65.6372,0.2838,20.3192,0.9716,1.3446,185.3423
39.0956,58.4032,0.2867,28.2083,0.9930,1.4015,66.4018
40.9910,67.7093,0.2882,16.7211,0.9677,1.3227,254.7495
38.5519,55.4512,0.2876,30.8649,0.9867,1.4054,66.1163
42.7237,69.4831,0.2829,15.6685,0.9839,1.3041,264.4631
39.9161,63.3961,0.2875,21.3141,1.0450,1.3710,116.5951
40.4946,59.6856,0.2807,24.4846,1.0088,1.3841,64.9749
39.2930,55.4977,0.2839,31.4215,1.0384,1.3833,69.5921
41.6366,70.0457,0.2891,13.9848,0.9822,1.3022,298.3778
42.2125,68.4236,0.2835,16.3330,1.0131,1.3218,220.8772
40.8648,57.8555,0.2774,27.9518,0.9999,1.3875,41.9463
43.6895,64.4975,0.2704,20.1737,1.0256,1.3167,155.7906
42.8205,64.0865,0.2741,21.2116,0.9911,1.3386,140.1635
45.4442,70.5686,0.2721,12.2835,1.0544,1.2544,299.0822
42.8615,60.0505,0.2693,26.1639,0.9490,1.3508,103.0921
39.9059,48.2284,0.2795,37.6459,0.9800,1.3602,127.7802
38.8722,52.5591,0.2849,32.5745,1.0200,1.3847,81.2855
40.6399,49.5341,0.2757,35.6903,0.9608,1.3652,105.5045
39.7529,46.6789,0.2807,38.2431,0.9789,1.3488,160.2010
41.6765,67.7455,0.2850,18.2172,0.9726,1.3256,231.8969
39.2139,59.3546,0.2869,25.9391,0.9770,1.3934,93.0936
39.5200,45.0918,0.2825,42.4133,0.9682,1.3402,193.1758
43.5587,67.4659,0.2755,16.9277,1.0282,1.3083,203.2196
38.4970,58.2757,0.2896,25.5971,1.0433,1.3952,72.0733
38.5668,47.2784,0.2865,37.6657,0.9868,1.3598,162.8790
42.7029,71.5267,0.2868,13.9623,0.9953,1.2916,307.1832
42.2999,65.1136,0.2780,19.4356,1.0179,1.3405,147.0552
44.4539,66.5374,0.2697,18.9498,1.0259,1.2927,207.1440
43.2354,70.8745,0.2831,14.2105,1.0563,1.2900,273.7906
42.4102,59.9742,0.2715,26.9111,1.0432,1.3401,96.9342
40.9460,51.9335,0.2743,35.1384,0.9963,1.3674,72.8550
41.5231,53.4148,0.2718,32.9173,0.9952,1.3680,56.9887
39.8347,60.5572,0.2848,23.8181,0.9420,1.3728,140.1235
38.6006,51.8674,0.2862,34.3640,1.0010,1.3881,90.0686
39.8673,58.1773,0.2827,28.4830,0.9922,1.3978,52.3331
40.9604,66.0108,0.2858,19.1753,0.9980,1.3476,180.5059
39.3154,59.2939,0.2863,26.7179,0.9587,1.3928,99.6533
40.5246,52.7468,0.2766,33.5573,1.0353,1.3594,85.7901
44.7034,66.4863,0.2684,17.7393,1.0081,1.2932,206.1469
40.6100,55.3207,0.2771,30.6734,1.0529,1.3614,75.8312
39.4819,45.9861,0.2823,39.6503,0.9775,1.3458,176.0322
40.2097,64.4831,0.2874,21.6329,1.0013,1.3655,147.6142
41.5867,68.8500,0.2873,16.7670,1.0107,1.3251,233.1036
39.7256,62.4064,0.2873,24.1193,0.9805,1.3796,124.5012
42.3249,71.9475,0.2894,13.4870,0.9804,1.2853,335.3236
39.3864,58.2447,0.2851,26.7278,0.9960,1.3972,65.6663
42.7894,65.2409,0.2758,20.5380,0.9965,1.3343,157.3750
40.7176,48.8559,0.2753,36.6973,1.0256,1.3377,134.1108
43.1048,60.5040,0.2685,23.9503,0.9889,1.3452,94.1195
39.8503,62.0451,0.2863,24.7613,0.9936,1.3831,105.4835
40.7705,57.6162,0.2777,29.9315,1.0218,1.3789,52.4471
41.1821,68.2590,0.2882,16.9921,1.0209,1.3330,217.1180
43.1619,62.6211,0.2706,22.0828,1.0167,1.3353,116.9823
44.2791,66.0198,0.2697,18.4256,1.0180,1.3018,190.0650
40.1764,45.1324,0.2791,41.7434,1.0365,1.3066,223.8367
43.8236,63.6491,0.2686,22.4383,0.9807,1.3236,147.9211
42.8515,58.9660,0.2683,26.6685,1.0681,1.3200,115.3818
42.4658,69.2778,0.2838,17.0883,1.0456,1.3109,233.6804
40.3594,66.6825,0.2897,19.6291,0.9784,1.3445,213.7956
43.2677,70.6216,0.2824,14.3464,1.0712,1.2849,276.0205
44.6437,68.5454,0.2721,16.2856,1.0380,1.2795,246.5194
41.0345,63.2486,0.2818,22.8181,0.9579,1.3597,147.1038
41.1063,66.9488,0.2865,18.9827,1.0397,1.3423,179.4240
41.8390,63.8928,0.2787,19.7432,1.0058,1.3505,132.5309
40.6840,64.9830,0.2857,20.3113,0.9860,1.3546,168.9005
39.6412,55.4096,0.2821,29.2003,0.9752,1.3973,59.0855
38.6135,58.5242,0.2892,28.5441,1.0209,1.4002,68.8741
39.9394,52.4328,0.2795,35.1441,1.0642,1.3437,129.2106
39.9670,46.6125,0.2796,38.8507,1.0125,1.3352,169.1902
39.1615,57.7778,0.2859,28.7674,0.9991,1.4020,57.6966
41.0474,52.5627,0.2739,35.9613,0.9985,1.3653,74.3914
40.7994,55.7639,0.2764,30.6975,0.9826,1.3909,37.3918
38.0977,47.9929,0.2888,37.2968,1.0067,1.3617,160.5895
40.2873,66.0628,0.2892,21.0712,0.9809,1.3530,192.3451
39.7723,55.2217,0.2813,30.5910,0.9846,1.3988,46.6261
41.9426,60.7248,0.2745,26.0936,1.0211,1.3595,80.2393
41.5327,69.0789,0.2879,15.3041,0.9563,1.3033,295.4404
40.7250,67.4134,0.2891,18.5730,1.0392,1.3433,190.9948
39.0593,49.3389,0.2837,37.4002,0.9425,1.3836,118.7081
44.4105,70.5519,0.2769,14.0196,0.9533,1.2663,320.6133
39.4037,62.0476,0.2885,21.4961,0.9863,1.3739,140.6024
39.8392,47.3717,0.2801,39.6222,0.9888,1.3508,147.1561
41.8536,59.3816,0.2737,27.2005,1.0196,1.3642,64.8869
41.6491,55.6777,0.2721,31.5662,1.0231,1.3601,63.0503
39.5970,56.2204,0.2827,31.6419,0.9792,1.4038,46.1387
43.4036,63.7533,0.2708,19.3878,0.9896,1.3262,150.1254
38.5209,46.9947,0.2868,37.9047,1.0379,1.3401,186.6515
42.1496,70.9569,0.2883,15.3281,1.0029,1.3041,286.1142
42.0719,64.5800,0.2784,21.9411,0.9730,1.3460,153.9735
40.2205,66.0621,0.2895,18.6100,0.9985,1.3496,194.8889
39.6876,61.4525,0.2865,24.4149,0.9777,1.3830,113.6654
41.4200,49.6429,0.2717,36.3772,1.0058,1.3416,113.4334
45.0572,70.2202,0.2732,15.3428,1.0200,1.2692,281.7855
42.0290,67.4079,0.2828,18.8296,1.0263,1.3313,190.0003
42.8349,69.4851,0.2824,15.8167,1.0309,1.3087,237.7761
42.0715,66.5837,0.2813,19.3618,0.9799,1.3329,195.1787
42.6454,71.8939,0.2878,13.7008,0.9707,1.2809,338.8083
42.3609,60.5692,0.2723,23.3137,1.0313,1.3522,80.0451
40.6510,47.7882,0.2759,38.5213,1.0153,1.3340,150.1548
39.1127,51.3079,0.2835,35.2811,0.9498,1.3935,90.8334
39.4868,59.9414,0.2860,26.8429,1.0197,1.3926,69.3354
41.5522,55.1355,0.2723,30.1560,1.0165,1.3681,48.7739
39.5553,52.8500,0.2816,34.2237,1.0156,1.3801,75.1257
42.9443,70.5597,0.2838,14.1708,0.9793,1.2907,298.0775
41.7991,60.5812,0.2751,23.8258,0.9751,1.3640,94.3309
41.7292,57.1910,0.2726,27.4298,0.9978,1.3746,44.9827
40.9247,48.2418,0.2744,38.2756,1.0143,1.3338,142.8391
40.5934,62.3604,0.2829,20.9678,0.9427,1.3525,171.7190
41.9111,57.3402,0.2718,27.8055,1.0077,1.3697,46.5482
40.0716,48.4553,0.2787,36.4850,1.0072,1.3518,128.2940
39.4498,49.9227,0.2817,38.5746,0.9763,1.3770,103.4401
40.5276,64.5526,0.2859,21.6617,1.0027,1.3634,143.9986
42.7435,64.5525,0.2751,21.2049,1.0052,1.3380,141.3844
42.3498,57.4292,0.2697,25.6474,1.0573,1.3435,72.1278
45.2845,70.7370,0.2732,13.8029,0.9716,1.2593,314.3396
40.6100,67.2584,0.2894,17.9240,1.0031,1.3411,211.2700
40.8533,66.0973,0.2865,18.3414,1.0021,1.3463,185.3787
38.1438,50.0862,0.2883,36.5497,1.0106,1.3749,127.0826
38.8494,47.0955,0.2851,38.8187,1.0073,1.3502,167.1649
43.1088,65.3669,0.2745,19.9677,0.9433,1.3171,203.9186
40.5687,48.2304,0.2762,38.1096,0.9747,1.3545,124.7945
42.5154,64.8805,0.2767,19.4209,1.0003,1.3379,152.3132
40.2918,58.4172,0.2807,23.8638,1.0441,1.3820,52.3911
40.4565,60.6217,0.2818,25.7140,0.9621,1.3814,98.6781
41.0037,44.8391,0.2751,41.3732,1.0031,1.3104,204.7751
41.6687,69.2389,0.2875,15.0333,1.0160,1.3194,245.5408
38.6028,53.3824,0.2865,32.0583,0.9509,1.4011,88.9035
42.9309,67.3701,0.2784,16.9808,0.9850,1.3152,216.8452
39.7876,52.0217,0.2802,35.4429,0.9484,1.3935,73.0679
42.1510,52.8454,0.2684,32.3136,0.9899,1.3560,68.3670
40.1496,47.9168,0.2784,38.1725,0.9762,1.3564,131.9017
42.3586,65.9001,0.2789,21.5986,0.9390,1.3282,205.6849
39.9389,56.2433,0.2810,30.6603,0.9617,1.4006,52.8854
40.0805,46.6687,0.2790,38.2580,0.9695,1.3477,158.7377
41.0430,59.6338,0.2780,25.7770,1.0065,1.3807,57.9763
42.7610,63.0462,0.2731,21.6744,0.9833,1.3423,128.8933
39.3428,56.1921,0.2840,28.6897,1.0247,1.3948,50.1408
39.6971,64.4540,0.2899,20.6317,1.0083,1.3666,155.5923
41.0634,66.6892,0.2863,17.3947,0.9747,1.3319,223.9618
38.3369,47.6874,0.2876,39.9744,0.9996,1.3589,164.2451
40.7178,53.2970,0.2758,34.1393,1.0245,1.3628,78.1763
42.7198,61.3769,0.2713,25.5115,0.9935,1.3515,94.0572
39.7892,60.9022,0.2854,26.8977,1.0225,1.3863,79.0320
42.6294,58.5347,0.2691,26.2538,0.9946,1.3580,65.0085
38.5811,51.0690,0.2862,34.3222,0.9659,1.3912,101.8583
41.0515,57.0357,0.2759,28.0297,1.0508,1.3644,62.1153
41.8704,63.1493,0.2776,23.8423,0.9869,1.3587,115.5490
39.7397,55.8547,0.2818,30.0142,0.9880,1.3997,45.5618
42.5132,56.9221,0.2685,28.5852,0.9978,1.3602,54.4689
39.2132,51.7810,0.2831,33.9521,1.0452,1.3641,107.3094
41.2367,52.9723,0.2731,33.7209,1.0319,1.3509,86.7553
40.6540,51.3186,0.2757,35.1964,1.0738,1.3256,147.4458
38.9564,49.7529,0.2842,34.9269,1.0408,1.3571,131.8631
43.4876,69.9390,0.2801,15.2016,0.9730,1.2898,283.5581
41.5428,58.4801,0.2745,27.2524,1.0162,1.3729,50.6759
41.2657,57.9846,0.2755,26.0117,0.9729,1.3771,68.0719
39.3699,54.8573,0.2832,30.7166,1.0556,1.3738,80.2523
40.8751,66.8332,0.2875,19.1777,0.9937,1.3434,199.7070
41.4175,48.5877,0.2718,39.2134,0.9854,1.3398,128.0532
41.9341,45.9032,0.2699,41.4450,1.0066,1.3010,196.5288
41.4253,60.8091,0.2772,25.8648,0.9925,1.3743,75.1724
40.1764,56.8511,0.2802,27.0225,1.0566,1.3755,58.2315
41.6768,52.2664,0.2707,33.2074,1.0284,1.3446,88.9903
41.3572,45.8733,0.2728,38.5111,0.9754,1.3229,177.7817
41.4075,61.3749,0.2778,24.0206,1.0521,1.3563,92.2645
42.3214,66.0024,0.2792,18.4983,1.0182,1.3355,164.8599
40.7948,66.4849,0.2873,19.0877,1.0377,1.3483,171.1409
39.7258,56.0706,0.2820,29.2962,1.0440,1.3819,59.4072
43.3648,62.0506,0.2689,24.6732,1.0299,1.3242,126.3865
38.5979,52.5539,0.2863,33.6438,0.9697,1.3989,83.1421
40.3668,62.1854,0.2839,23.3627,0.9849,1.3752,113.7388
39.0088,58.6413,0.2873,28.5091,1.0012,1.4014,65.7232
37.9867,53.2761,0.2896,32.9065,0.9591,1.4042,94.7922
39.1614,59.9823,0.2877,25.5229,0.9706,1.3904,106.8551
41.5469,56.6291,0.2732,29.2034,0.9915,1.3794,40.2790
42.8173,60.1293,0.2696,25.9718,0.9895,1.3532,81.5974
38.6004,55.5902,0.2874,31.5499,1.0115,1.4004,63.3555
39.2283,55.0612,0.2840,29.2071,1.0301,1.3908,56.6646
40.7093,65.1002,0.2858,19.1840,0.9529,1.3401,209.7440
42.3831,67.5247,0.2812,18.9117,0.9771,1.3238,215.9594
39.9239,58.1382,0.2823,26.5658,1.0124,1.3933,50.6339
40.1792,52.4387,0.2783,32.9703,0.9797,1.3854,63.2098
40.3221,57.6899,0.2800,29.0985,0.9802,1.3959,47.9736
42.6632,70.6794,0.2854,14.9821,0.9610,1.2885,313.7018
40.7583,65.5073,0.2861,20.6444,0.9907,1.3538,170.9409
38.8238,58.8750,0.2884,27.2547,0.9599,1.3970,101.6290
38.2358,47.3805,0.2882,39.0462,0.9673,1.3679,163.5129
46.2543,70.5145,0.2682,13.7778,1.0349,1.2399,316.4505
38.8637,57.1774,0.2870,31.4197,1.0090,1.4016,59.5839
39.7661,50.8929,0.2801,34.7496,1.0134,1.3696,92.6892
42.0704,66.5073,0.2812,18.5010,0.9828,1.3315,196.6697
39.7812,58.4868,0.2833,27.7122,0.9708,1.3960,71.0052
41.2523,56.6876,0.2747,29.5560,0.9878,1.3848,38.6719
41.7300,45.4882,0.2711,41.1797,0.9904,1.3090,191.9666
42.5697,58.3061,0.2692,26.9989,0.9677,1.3604,72.9061
41.1774,67.8294,0.2875,19.3401,1.0070,1.3379,207.4105
38.7738,52.4161,0.2854,34.1185,0.9911,1.3932,79.3262
42.2387,46.0663,0.2683,40.3938,0.9978,1.3018,189.6560
40.1875,45.6903,0.2788,42.5855,1.0083,1.3218,197.3522
39.6010,49.9444,0.2809,36.6159,1.0087,1.3652,109.6382
41.8196,62.0304,0.2765,25.0099,1.0114,1.3611,92.7852
40.6765,58.8130,0.2791,28.3732,1.0497,1.3664,76.3353
44.1569,68.6814,0.2747,15.8885,1.0313,1.2915,236.0203
39.9566,50.6560,0.2792,33.9828,1.0467,1.3509,115.5592
42.5052,61.6818,0.2727,24.0578,1.0143,1.3505,94.5284
40.4381,59.4074,0.2808,28.8529,0.9934,1.3907,57.4534
38.6616,55.0743,0.2869,33.0431,0.9911,1.4041,62.5231
45.1256,68.8682,0.2704,13.8500,0.9823,1.2711,272.8387
40.9178,45.0401,0.2754,40.8255,1.0092,1.3112,202.3518
40.5226,65.2801,0.2869,20.8381,0.9689,1.3519,186.8567
43.4916,66.2648,0.2739,18.2546,0.9689,1.3115,206.4321
42.9941,62.8200,0.2716,22.9499,1.0173,1.3370,118.5023
43.8147,63.4809,0.2684,23.1179,0.9974,1.3225,142.8011
40.0344,47.8225,0.2790,38.9130,1.0148,1.3412,151.1041
39.8644,61.6030,0.2857,23.3451,0.9884,1.3801,111.4819
41.7203,62.2991,0.2773,25.1727,0.9927,1.3649,97.4080
40.5997,54.7448,0.2769,31.2844,1.0205,1.3777,51.2831
43.4543,65.6087,0.2731,20.3175,0.9648,1.3185,188.7910
40.2990,46.3230,0.2780,40.4592,1.0658,1.3002,225.4089
41.9082,66.1207,0.2814,19.2326,1.0327,1.3389,162.9474
40.3657,65.9368,0.2886,20.0381,0.9842,1.3509,192.5873
40.5973,65.0134,0.2862,21.5055,1.0167,1.3608,145.2525
38.8588,49.9002,0.2847,34.6166,1.0260,1.3659,120.6322
41.9076,57.3412,0.2718,32.0568,1.0133,1.3585,70.1361
40.3899,62.3723,0.2840,23.6119,1.0464,1.3694,99.2966
43.7942,66.7965,0.2733,17.2741,1.0565,1.2972,204.9621
46.0423,70.3509,0.2689,13.4787,0.9941,1.2517,304.9303
43.2031,66.5796,0.2758,18.0343,1.0000,1.3198,188.6861
45.0822,70.1204,0.2729,14.0291,1.0040,1.2712,280.6564
41.6377,47.6269,0.2709,38.8716,0.9921,1.3275,147.7699
39.4127,62.7953,0.2893,21.1557,1.0314,1.3771,118.6436
40.8686,65.5272,0.2856,21.0229,0.9672,1.3490,186.8600
43.3310,67.0962,0.2760,17.1823,1.0121,1.3154,195.6008
41.4332,67.8386,0.2863,19.4112,0.9833,1.3328,220.5671
38.1902,49.2100,0.2881,37.0155,0.9883,1.3762,134.0790
39.3250,56.6305,0.2843,28.7989,1.0050,1.4001,50.1611
40.5124,57.9648,0.2793,27.1470,0.9068,1.3728,124.3685
40.7126,48.8932,0.2754,37.3611,0.9439,1.3634,117.3394
40.6154,65.4711,0.2867,20.0300,1.0094,1.3560,162.3718
40.2910,60.0960,0.2821,26.0671,1.0500,1.3741,75.7858
41.7625,70.3306,0.2890,14.0097,0.9930,1.3038,292.2644
39.0934,44.5912,0.2848,42.6698,1.0006,1.3277,218.3272
41.7709,60.1516,0.2748,26.8772,0.9922,1.3716,67.8590
42.2769,56.7737,0.2696,29.0759,1.0357,1.3483,70.1305
38.6435,48.6310,0.2859,37.9891,0.9790,1.3726,134.7941
41.3121,58.2931,0.2755,27.3002,1.0383,1.3674,58.6596
41.6530,58.3477,0.2738,26.0842,0.9912,1.3744,55.9041
