round,x0,y0,d,theta0_degree,delta_theta_degree,gain,mse
1,39.8690,55.6223,0.2810,29.6427,1.0038,1.3956,42.2155
1,40.1714,56.0967,0.2798,29.3882,0.9776,1.3960,47.6770
1,41.1276,55.4130,0.2746,29.9458,1.0116,1.3782,41.0144
1,39.9403,55.9533,0.2809,29.9988,0.9804,1.3989,45.8577
1,41.1695,56.6385,0.2751,30.0022,0.9784,1.3871,40.5697
1,40.7932,56.9440,0.2771,29.8531,0.9740,1.3920,43.5292
1,41.1684,56.0350,0.2747,29.9872,1.0164,1.3763,43.6821
1,41.1310,55.6215,0.2747,29.7865,1.0266,1.3718,48.9002
1,40.0775,56.8876,0.2807,29.3784,1.0225,1.3892,45.5061
1,40.1817,56.7394,0.2801,29.4880,1.0059,1.3941,38.9244
1,40.3103,55.9976,0.2790,29.5960,0.9694,1.3946,50.8588
1,40.5334,57.0580,0.2785,29.7918,1.0209,1.3836,46.6084
1,40.5828,56.1038,0.2777,30.0611,0.9834,1.3934,38.7691
1,41.2478,56.2321,0.2744,29.9415,1.0166,1.3751,44.6120
1,40.3392,56.7419,0.2793,29.4706,1.0268,1.3839,47.3575
1,40.9379,56.1275,0.2759,29.4351,0.9702,1.3879,47.8548
1,41.0297,56.2381,0.2755,30.1426,1.0036,1.3838,37.5329
1,40.0837,55.5235,0.2799,30.0900,0.9739,1.3967,48.8909
1,40.5661,55.7045,0.2776,29.9281,1.0175,1.3840,41.7378
1,40.5115,56.9710,0.2786,29.4185,0.9756,1.3943,45.6556
1,41.0278,55.5859,0.2752,29.4543,1.0071,1.3821,37.7007
1,40.1697,57.0345,0.2803,29.6746,1.0237,1.3870,47.8352
1,41.1330,55.6924,0.2747,30.1281,0.9702,1.3859,45.5294
1,40.6011,55.9914,0.2775,29.3725,0.9707,1.3912,49.4434
1,40.9235,56.2729,0.2761,30.0907,0.9865,1.3894,36.8243
1,41.0842,56.2064,0.2752,30.1478,0.9747,1.3879,41.6701
1,40.0403,55.9626,0.2804,29.8572,0.9872,1.3976,42.3912
1,41.0961,56.2772,0.2752,29.5543,0.9710,1.3866,46.3212
1,40.5737,56.9736,0.2783,30.1312,1.0230,1.3812,49.6193
1,39.9245,56.5719,0.2813,29.6750,0.9864,1.3993,44.2288
1,40.9084,56.2738,0.2762,30.1733,0.9820,1.3901,38.1248
1,39.9767,55.9362,0.2807,30.0671,0.9949,1.3974,40.5466
1,40.5880,55.9883,0.2776,30.0865,0.9728,1.3932,44.2038
1,40.5066,56.4762,0.2783,29.3898,0.9935,1.3931,37.4151
1,40.7210,55.5485,0.2767,29.4892,1.0202,1.3812,41.9060
1,40.2336,57.1317,0.2801,29.8400,1.0079,1.3927,41.0976
1,40.2373,55.6065,0.2792,30.0673,0.9844,1.3955,41.9049
1,40.3900,56.7304,0.2790,29.7910,1.0055,1.3920,38.0256
1,41.0716,56.1204,0.2752,29.9800,1.0037,1.3832,37.2438
1,41.1771,55.5844,0.2744,29.4714,1.0255,1.3723,46.8880
1,41.2891,56.8041,0.2746,30.2221,0.9845,1.3852,38.9606
1,41.1636,56.8568,0.2752,29.3143,0.9725,1.3863,46.4172
1,40.1653,55.7484,0.2796,29.6058,0.9780,1.3956,47.4136
1,40.0798,56.1991,0.2803,30.0278,1.0050,1.3947,39.2614
1,41.1729,56.6631,0.2751,30.0403,0.9845,1.3866,38.3525
1,39.8988,55.8008,0.2810,29.7323,0.9912,1.3977,43.4804
1,41.1666,55.8073,0.2746,30.0710,1.0141,1.3770,42.5407
1,41.0768,56.4362,0.2754,29.8763,1.0091,1.3814,39.5078
1,40.7698,56.9466,0.2773,29.6676,1.0275,1.3773,50.6661
1,41.0043,56.2960,0.2757,29.5095,1.0149,1.3806,40.1932
1,40.0880,55.9238,0.2801,29.5053,1.0143,1.3915,40.7373
1,40.6142,57.0098,0.2781,30.1448,1.0268,1.3786,52.9294
1,41.0167,56.0371,0.2755,29.3965,0.9881,1.3868,38.5256
1,40.8166,56.1283,0.2765,30.2332,0.9903,1.3902,35.7185
1,40.2306,55.5866,0.2792,30.1216,1.0125,1.3895,40.9523
1,40.8420,56.0793,0.2764,29.5211,1.0044,1.3865,35.7336
1,40.2067,56.2700,0.2797,29.6064,0.9868,1.3965,41.2933
1,40.4668,55.8803,0.2782,29.8813,0.9966,1.3924,36.5619
1,39.9324,56.7593,0.2814,29.7700,0.9732,1.3998,50.3570
1,40.6730,55.5956,0.2770,29.8344,0.9725,1.3906,46.7198
1,40.3987,55.9406,0.2785,29.2970,0.9887,1.3933,40.8124
1,39.8332,57.0020,0.2820,29.8089,0.9687,1.4007,54.3613
1,40.4769,55.9048,0.2781,29.8046,1.0230,1.3831,44.4553
1,40.5206,56.9303,0.2785,29.5711,0.9888,1.3941,38.9709
1,41.2951,56.3886,0.2743,29.8185,0.9939,1.3830,37.3503
1,41.1630,55.7776,0.2746,29.6927,0.9998,1.3826,36.9921
1,41.0111,56.0996,0.2755,29.3977,1.0193,1.3786,41.8387
1,40.0179,56.0049,0.2805,29.8704,0.9826,1.3981,44.4004
1,40.5105,56.6215,0.2784,30.1444,1.0002,1.3920,36.8431
1,40.4307,56.9119,0.2790,30.2283,0.9983,1.3934,38.0395
1,40.4113,55.9245,0.2785,29.4009,0.9859,1.3935,41.5835
1,40.5409,56.8917,0.2784,29.9356,1.0007,1.3917,37.4696
1,40.4080,56.8839,0.2790,29.7801,1.0235,1.3840,47.3414
1,40.5470,56.4728,0.2781,29.8593,0.9736,1.3942,44.2836
1,39.8499,55.8143,0.2812,29.4468,0.9759,1.3979,52.6765
1,40.8512,56.1379,0.2764,29.3584,0.9723,1.3889,47.0764
1,39.9547,57.0719,0.2814,29.3603,0.9949,1.3982,43.0525
1,41.0193,55.5531,0.2752,30.2379,1.0065,1.3818,38.8886
1,39.8443,56.1422,0.2814,29.4239,0.9824,1.3988,48.2905
1,40.9183,55.7236,0.2758,29.7476,0.9699,1.3878,47.6131
1,39.8423,56.8891,0.2819,29.4177,1.0103,1.3960,42.8113
1,40.3618,56.1359,0.2788,29.5984,0.9879,1.3947,39.8144
1,39.8351,55.9031,0.2814,29.6125,0.9932,1.3981,43.7867
1,40.1566,56.3859,0.2800,29.7289,1.0246,1.3866,46.3716
1,40.3994,56.8430,0.2791,30.1155,0.9874,1.3958,38.8612
1,41.1341,56.0582,0.2749,29.3358,0.9722,1.3852,47.1961
1,40.6351,57.0277,0.2780,29.3471,1.0095,1.3881,38.9054
1,40.8144,56.9432,0.2770,29.4193,0.9924,1.3902,37.4442
1,41.2402,56.4135,0.2746,29.9451,1.0160,1.3757,44.6337
1,40.1572,56.4767,0.2801,29.2914,0.9712,1.3963,51.8578
1,39.8102,56.6217,0.2819,30.1533,0.9698,1.4013,51.8786
1,40.8239,56.7001,0.2768,30.1789,0.9900,1.3907,36.4360
1,40.5000,56.1903,0.2782,29.6793,1.0015,1.3916,35.9779
1,39.9570,56.9267,0.2813,29.6007,1.0276,1.3876,50.2055
1,40.1794,56.1874,0.2798,29.3523,1.0181,1.3896,41.2158
1,40.2527,57.1095,0.2800,29.5732,1.0091,1.3924,40.6147
1,40.2836,56.1410,0.2792,30.0414,0.9847,1.3963,40.0731
1,41.1215,56.7922,0.2754,29.8289,0.9990,1.3845,37.5570
1,40.0485,55.8815,0.2803,30.0207,0.9781,1.3979,45.9345
1,41.1039,56.7408,0.2755,29.6021,1.0206,1.3762,46.1271
1,41.2678,56.7371,0.2746,29.6930,0.9867,1.3848,38.8616
1,41.0116,56.4712,0.2758,30.1687,0.9918,1.3877,36.0521
1,39.8571,56.9180,0.2818,30.1395,0.9834,1.4009,45.4248
2,40.6612,56.0951,0.2773,29.7785,1.0015,1.3896,35.5037
2,40.8664,56.1355,0.2763,29.7982,1.0045,1.3861,36.2193
2,40.7241,56.0144,0.2769,29.6669,0.9960,1.3898,35.7475
2,40.6814,56.1269,0.2772,29.7006,0.9959,1.3906,35.6481
2,40.7460,55.9582,0.2768,29.6690,0.9965,1.3894,35.7489
2,40.8102,55.9109,0.2764,29.8016,0.9973,1.3884,35.5541
2,40.9381,56.1990,0.2760,29.8535,1.0003,1.3864,35.6744
2,40.7239,56.2480,0.2771,29.8023,0.9999,1.3895,35.3084
2,40.8353,56.0126,0.2764,29.8544,0.9957,1.3886,35.4663
2,40.9218,56.1051,0.2760,29.7839,1.0056,1.3849,36.6519
2,40.8510,56.0116,0.2763,29.7898,0.9908,1.3891,36.5107
2,40.9219,56.2484,0.2761,29.7214,0.9923,1.3884,36.0608
2,40.9914,56.2586,0.2757,29.7817,1.0056,1.3841,37.0696
2,40.7895,55.9888,0.2766,29.7444,1.0026,1.3875,35.6410
2,40.8320,56.1688,0.2765,29.8094,0.9940,1.3892,35.5826
2,40.6275,56.1730,0.2775,29.7559,0.9983,1.3909,35.4871
2,40.7262,56.1732,0.2770,29.7570,1.0043,1.3881,35.9231
2,40.7853,56.0871,0.2767,29.7639,0.9908,1.3900,36.5097
2,40.6847,56.3121,0.2773,29.7013,0.9906,1.3916,36.7165
2,40.6884,56.0265,0.2771,29.7637,1.0028,1.3888,35.6619
2,41.0082,56.2355,0.2756,29.6733,1.0027,1.3849,36.1481
2,40.7258,56.1596,0.2770,29.8801,0.9972,1.3900,35.2502
2,40.8641,55.8574,0.2761,29.7304,0.9953,1.3879,36.0003
2,40.9844,56.0577,0.2756,29.8297,0.9951,1.3868,35.7156
2,40.6776,55.9628,0.2771,29.8024,1.0023,1.3889,35.6884
2,40.6880,56.2604,0.2773,29.7780,0.9923,1.3913,36.0967
2,40.6297,56.2432,0.2775,29.7382,1.0044,1.3893,36.0296
2,40.6818,56.2204,0.2773,29.8640,1.0020,1.3893,35.6593
2,40.8366,55.8720,0.2763,29.7143,0.9921,1.3887,36.6565
2,40.8427,56.0449,0.2764,29.7267,0.9941,1.3888,35.8347
2,40.6398,56.1181,0.2774,29.8861,1.0030,1.3894,35.8850
2,41.0078,56.1886,0.2756,29.7340,1.0047,1.3841,36.6864
2,40.6851,56.2100,0.2772,29.7331,0.9943,1.3910,35.8006
2,40.9370,56.0352,0.2759,29.6873,1.0019,1.3858,35.7553
2,40.7017,55.9006,0.2770,29.7019,1.0040,1.3881,35.9375
2,40.8526,56.1740,0.2764,29.8044,1.0025,1.3870,35.7480
2,40.7903,55.8767,0.2765,29.8656,0.9985,1.3883,35.5337
2,40.8171,55.9335,0.2764,29.7874,0.9990,1.3880,35.4610
2,40.8934,55.9109,0.2760,29.9028,0.9915,1.3883,36.3117
2,40.7122,56.2196,0.2771,29.7282,0.9983,1.3900,35.2824
2,40.6537,56.0890,0.2773,29.6723,0.9943,1.3911,36.1290
2,40.8857,55.8628,0.2760,29.6863,0.9923,1.3880,36.6860
2,40.7393,55.9969,0.2769,29.7103,0.9932,1.3901,36.2392
2,40.6330,56.2369,0.2775,29.8254,0.9943,1.3917,35.8064
2,40.7721,56.2775,0.2768,29.8868,0.9919,1.3905,35.8537
2,40.8133,56.2126,0.2766,29.7631,1.0015,1.3879,35.4664
2,40.6231,55.9376,0.2774,29.7154,0.9972,1.3907,35.9082
2,40.5992,56.0104,0.2776,29.8557,0.9929,1.3919,36.3799
2,40.8361,56.2241,0.2765,29.6742,1.0026,1.3873,35.5864
2,40.8803,56.1656,0.2762,29.8664,0.9945,1.3885,35.4826
2,40.8318,55.9578,0.2764,29.8390,0.9999,1.3876,35.4685
2,40.7035,55.9561,0.2770,29.8135,0.9959,1.3901,35.6884
2,40.8907,56.1969,0.2762,29.7472,0.9935,1.3886,35.7720
2,40.7394,55.9951,0.2768,29.8523,0.9908,1.3905,36.5321
2,40.9873,55.9957,0.2756,29.8583,0.9937,1.3869,35.9481
2,40.9794,56.1338,0.2757,29.7649,0.9916,1.3876,36.2943
2,40.9590,56.2650,0.2759,29.6869,0.9932,1.3878,35.9903
2,40.8569,56.1426,0.2763,29.7524,1.0038,1.3865,35.9338
2,40.7985,55.9125,0.2765,29.8325,0.9973,1.3886,35.5256
2,40.8507,56.1059,0.2764,29.8996,0.9946,1.3888,35.4563
2,40.6394,56.1551,0.2774,29.8573,0.9932,1.3917,35.9690
2,40.6284,55.9958,0.2774,29.6910,0.9985,1.3905,35.6954
2,40.6194,56.0613,0.2775,29.8219,0.9951,1.3914,35.8760
2,40.8603,56.1138,0.2763,29.8121,1.0042,1.3862,36.1390
2,40.8228,56.1810,0.2765,29.7161,0.9906,1.3897,36.5315
2,40.8270,56.1231,0.2765,29.9047,1.0025,1.3872,35.8463
2,40.6770,56.1622,0.2773,29.7677,0.9924,1.3913,36.1957
2,40.7390,56.1666,0.2769,29.7538,1.0057,1.3875,36.2668
2,40.6796,56.2077,0.2773,29.7237,0.9963,1.3907,35.5094
2,40.7136,56.0095,0.2770,29.7534,1.0015,1.3888,35.4867
2,40.9423,56.0299,0.2758,29.7804,1.0026,1.3855,35.9978
2,40.9100,56.2436,0.2761,29.7667,1.0053,1.3854,36.5807
2,40.6599,55.8909,0.2772,29.6945,0.9965,1.3902,36.0330
2,40.6318,55.9902,0.2774,29.8923,0.9988,1.3904,35.5487
2,40.9951,56.0271,0.2756,29.7404,0.9950,1.3866,35.8875
2,40.7985,56.2834,0.2767,29.7004,0.9912,1.3901,36.3364
2,40.7538,56.1887,0.2769,29.8464,0.9980,1.3895,35.2135
2,40.9937,56.2182,0.2757,29.7876,0.9952,1.3869,35.6806
2,40.7845,55.8801,0.2766,29.8709,1.0014,1.3877,35.6981
2,40.9581,55.8780,0.2757,29.7335,0.9967,1.3865,35.8880
2,40.8299,55.9010,0.2763,29.8990,0.9987,1.3878,35.5006
2,40.8512,56.2689,0.2764,29.7777,1.0020,1.3873,35.6655
2,40.9671,56.0240,0.2757,29.8143,0.9981,1.3864,35.6002
2,40.7166,55.8924,0.2769,29.8177,0.9949,1.3899,35.9515
2,40.7470,55.8782,0.2767,29.8873,0.9976,1.3891,35.5622
2,40.9813,55.8874,0.2756,29.8915,0.9965,1.3863,35.8362
2,40.7570,55.9224,0.2767,29.8028,1.0056,1.3869,36.3706
2,40.8374,56.1453,0.2764,29.8202,1.0054,1.3862,36.4380
2,40.6410,56.1157,0.2774,29.7992,0.9927,1.3916,36.2245
2,40.9670,55.9587,0.2757,29.7254,1.0021,1.3852,36.0009
2,40.9253,56.2038,0.2760,29.9021,1.0020,1.3861,36.0016
2,40.8933,55.9231,0.2760,29.8052,0.9955,1.3877,35.7347
2,40.7498,55.9431,0.2768,29.6786,0.9935,1.3897,36.3317
2,40.6972,56.2997,0.2772,29.8535,1.0036,1.3887,36.0663
2,40.9052,56.0291,0.2760,29.7731,0.9992,1.3870,35.4584
2,40.8937,56.0157,0.2761,29.8563,0.9989,1.3872,35.4452
2,40.6542,56.2650,0.2774,29.7785,0.9941,1.3915,35.8343
2,40.6573,56.0242,0.2773,29.8712,0.9938,1.3911,35.9391
2,40.7488,55.9057,0.2768,29.8849,0.9962,1.3894,35.6072
2,40.9696,56.1708,0.2758,29.7689,0.9982,1.3866,35.5232
2,40.9500,56.0098,0.2758,29.7578,0.9999,1.3861,35.6459
2,40.9067,56.0308,0.2760,29.6677,0.9949,1.3878,35.8496
2,40.9973,56.2112,0.2757,29.7751,0.9938,1.3871,35.8667
2,40.7976,55.9816,0.2765,29.7012,0.9975,1.3886,35.5006
2,40.7449,56.1801,0.2769,29.6986,1.0035,1.3881,35.6799
2,40.6165,55.9742,0.2775,29.8355,1.0010,1.3900,35.6971
2,40.7934,56.2371,0.2767,29.8959,0.9930,1.3900,35.6123
2,40.7987,56.1929,0.2767,29.7520,0.9978,1.3890,35.2313
2,40.9166,56.0371,0.2760,29.7392,0.9975,1.3872,35.4800
2,40.5897,55.8884,0.2775,29.8107,0.9902,1.3919,37.5100
2,40.9355,56.2155,0.2760,29.8360,0.9900,1.3885,36.4297
2,40.7553,56.2776,0.2769,29.8932,1.0049,1.3875,36.4810
2,40.8882,56.0436,0.2761,29.8903,0.9958,1.3880,35.4319
2,40.9615,56.1157,0.2758,29.7206,0.9998,1.3862,35.5855
2,40.8396,56.2822,0.2765,29.7491,0.9912,1.3897,36.2067
2,40.8207,55.9453,0.2764,29.6665,0.9951,1.3887,35.9345
2,40.9660,55.9848,0.2757,29.6708,0.9919,1.3873,36.6062
2,40.9442,55.8851,0.2758,29.7094,0.9931,1.3872,36.4322
2,40.9148,56.2457,0.2761,29.7909,1.0006,1.3868,35.5976
2,40.9095,55.9564,0.2760,29.7545,0.9987,1.3869,35.5515
2,40.5976,55.9393,0.2775,29.7234,0.9985,1.3907,35.8612
2,40.6983,56.2308,0.2772,29.9033,1.0033,1.3887,35.9908
2,40.6934,55.9438,0.2771,29.7999,1.0023,1.3887,35.6978
2,40.8644,56.1464,0.2763,29.8636,0.9945,1.3887,35.4850
2,40.9563,55.9370,0.2757,29.8272,0.9966,1.3867,35.7078
2,40.8566,56.1210,0.2763,29.6729,0.9912,1.3891,36.4943
2,40.6467,55.8975,0.2773,29.8517,0.9904,1.3914,37.0857
2,40.7990,55.8756,0.2765,29.8360,0.9912,1.3894,36.6557
2,40.6396,56.0073,0.2774,29.7734,0.9982,1.3905,35.5942
2,40.8171,56.2858,0.2766,29.7173,0.9924,1.3898,35.9952
2,40.8891,56.0753,0.2761,29.7598,0.9985,1.3874,35.3623
2,40.6751,56.0366,0.2772,29.7572,0.9917,1.3911,36.5917
2,40.6544,55.8851,0.2772,29.7115,1.0039,1.3886,35.9890
2,40.7070,55.9195,0.2770,29.7098,0.9907,1.3905,37.1555
2,40.7366,56.1194,0.2769,29.7747,0.9941,1.3903,35.7402
2,40.8974,55.8846,0.2760,29.7404,0.9995,1.3867,35.6710
2,40.8966,56.2621,0.2762,29.9008,0.9986,1.3876,35.4213
2,40.9647,56.1901,0.2758,29.7172,0.9942,1.3874,35.8068
2,40.9240,56.0003,0.2759,29.8479,0.9995,1.3866,35.5816
2,40.6264,55.9607,0.2774,29.8658,1.0021,1.3896,35.7943
2,40.8372,55.9989,0.2764,29.8806,0.9926,1.3891,35.9428
2,40.9262,55.9115,0.2759,29.9042,1.0027,1.3854,36.2099
2,40.8840,56.0002,0.2761,29.7672,0.9902,1.3887,36.7337
2,40.8382,56.0389,0.2764,29.6820,0.9984,1.3880,35.3737
2,40.9661,56.0574,0.2757,29.8693,0.9972,1.3867,35.5511
2,40.9509,56.0904,0.2758,29.6998,0.9999,1.3863,35.5575
2,40.6806,55.9405,0.2771,29.7292,0.9973,1.3900,35.7165
2,40.6650,56.0302,0.2772,29.8873,0.9932,1.3911,35.9892
2,40.7841,56.0619,0.2767,29.8603,0.9905,1.3901,36.4045
2,40.6712,56.1946,0.2773,29.7710,1.0014,1.3897,35.4658
2,40.9166,56.2809,0.2761,29.7635,1.0001,1.3870,35.5238
2,40.6490,56.2090,0.2774,29.6929,1.0053,1.3888,36.1172
2,40.6639,55.9022,0.2772,29.8311,0.9992,1.3898,35.6342
2,40.6590,56.1797,0.2774,29.7227,0.9911,1.3916,36.6801
2,40.9356,55.9288,0.2758,29.7957,0.9947,1.3873,35.9026
2,40.6929,56.2305,0.2772,29.8447,0.9917,1.3914,36.1110
2,40.7574,56.1571,0.2768,29.9021,0.9943,1.3901,35.4608
2,40.9361,56.0146,0.2759,29.8120,0.9973,1.3870,35.5241
2,40.9607,55.9102,0.2757,29.8872,1.0039,1.3846,36.5776
2,40.9180,55.8583,0.2759,29.7812,0.9990,1.3865,35.7473
2,40.6846,56.3047,0.2773,29.8453,0.9981,1.3904,35.3477
2,40.9822,56.1689,0.2757,29.8098,0.9999,1.3859,35.7224
2,40.8837,56.1010,0.2762,29.7306,1.0017,1.3867,35.5779
2,40.9763,55.9010,0.2756,29.8427,1.0039,1.3843,36.5821
2,40.8812,56.1720,0.2762,29.8979,0.9957,1.3883,35.3405
2,40.6148,56.0509,0.2775,29.7420,1.0011,1.3902,35.6124
2,40.7745,55.8789,0.2766,29.8955,1.0009,1.3879,35.6429
2,40.7505,56.2956,0.2770,29.8398,1.0049,1.3876,36.3755
2,40.7447,56.2991,0.2770,29.7847,1.0026,1.3885,35.7149
2,41.0024,56.1600,0.2756,29.8657,0.9999,1.3856,35.8612
2,40.9529,56.0196,0.2758,29.7773,1.0048,1.3846,36.5310
2,40.7043,56.1087,0.2771,29.7456,1.0047,1.3881,35.9879
2,40.9263,56.0607,0.2759,29.7539,0.9967,1.3873,35.5079
2,40.8591,56.0545,0.2763,29.7034,0.9938,1.3886,35.9121
2,40.7014,56.2937,0.2772,29.8033,1.0054,1.3881,36.4284
2,40.6592,56.0559,0.2773,29.8750,0.9910,1.3915,36.5108
2,40.8121,56.0731,0.2765,29.7507,0.9929,1.3894,36.0085
2,40.9590,56.1951,0.2759,29.7085,0.9983,1.3867,35.4845
2,40.8512,56.1296,0.2764,29.7710,0.9901,1.3894,36.5845
2,40.6639,56.0529,0.2773,29.8220,1.0004,1.3898,35.4571
2,40.6696,56.3013,0.2774,29.7036,0.9905,1.3918,36.7806
2,40.9344,55.8613,0.2758,29.8444,0.9918,1.3876,36.5006
2,40.7155,55.8885,0.2769,29.8417,0.9965,1.3897,35.7100
2,40.9291,56.2674,0.2760,29.8146,0.9977,1.3874,35.4153
2,40.7732,56.1400,0.2768,29.7555,1.0005,1.3886,35.2904
2,40.8282,56.1692,0.2765,29.6715,0.9998,1.3881,35.2546
2,40.6919,56.0190,0.2771,29.9025,0.9990,1.3897,35.3879
2,40.7904,55.9309,0.2766,29.8664,0.9904,1.3898,36.6759
2,40.7444,56.1633,0.2769,29.8207,1.0038,1.3880,35.9158
2,40.9261,55.9829,0.2759,29.6893,0.9921,1.3878,36.4765
2,40.7237,56.0843,0.2770,29.7282,1.0010,1.3890,35.3601
2,40.7017,56.2450,0.2772,29.8258,1.0042,1.3884,36.0919
2,40.9772,56.2239,0.2758,29.8571,1.0023,1.3853,36.2246
2,40.6928,55.9467,0.2771,29.7697,1.0018,1.3889,35.6219
2,40.5957,55.9274,0.2775,29.7256,0.9929,1.3916,36.8471
2,40.8543,56.1069,0.2763,29.8081,0.9903,1.3893,36.4575
2,40.8255,55.9489,0.2764,29.6721,0.9930,1.3889,36.3645
2,40.6639,56.2408,0.2774,29.8558,1.0053,1.3885,36.4392
2,40.6607,56.1821,0.2774,29.7070,0.9919,1.3915,36.4881
2,40.7928,56.2779,0.2767,29.8981,1.0058,1.3867,36.8211
2,40.7346,56.0078,0.2769,29.7128,0.9904,1.3905,36.9835
2,40.9418,55.8813,0.2758,29.7793,1.0031,1.3851,36.2194
2,40.9860,55.9454,0.2756,29.8647,1.0021,1.3848,36.2286
2,40.7228,55.9356,0.2769,29.7608,1.0005,1.3888,35.5147
2,40.7113,56.0482,0.2770,29.8293,0.9918,1.3908,36.2869
2,40.8311,55.9671,0.2764,29.8477,0.9975,1.3882,35.4103
2,40.8790,56.1831,0.2763,29.6842,1.0036,1.3864,35.8510
2,40.7802,56.2347,0.2768,29.6941,1.0045,1.3874,35.9537
2,40.8422,55.8867,0.2763,29.7172,0.9967,1.3880,35.7530
2,40.9601,56.2261,0.2759,29.8799,0.9966,1.3871,35.4847
2,40.6149,56.0644,0.2775,29.8504,1.0026,1.3897,35.8272
2,40.6492,56.0833,0.2774,29.7004,1.0015,1.3897,35.5145
2,40.6283,55.9402,0.2774,29.8557,0.9940,1.3912,36.1790
2,40.6543,55.9654,0.2773,29.7031,0.9980,1.3902,35.6999
2,40.8623,56.2688,0.2764,29.7495,1.0039,1.3865,36.0723
2,40.9473,56.0491,0.2758,29.7729,0.9913,1.3879,36.3932
2,40.9993,56.2730,0.2757,29.7119,1.0053,1.3841,36.8628
2,40.9445,56.1048,0.2759,29.7767,1.0009,1.3861,35.6863
2,40.6343,56.0923,0.2774,29.8702,0.9932,1.3916,36.0304
2,40.7921,56.2151,0.2767,29.6965,0.9921,1.3900,36.1706
2,40.9231,56.1832,0.2760,29.8059,1.0007,1.3866,35.6188
2,40.8261,56.2622,0.2766,29.7999,0.9980,1.3887,35.2366
2,40.7384,55.9062,0.2768,29.7251,1.0031,1.3879,35.7807
2,40.8802,55.9398,0.2761,29.8966,0.9952,1.3880,35.6228
2,41.0068,56.1507,0.2756,29.7338,0.9988,1.3858,35.6840
2,40.7868,56.2342,0.2767,29.6996,0.9972,1.3893,35.2962
2,40.9616,56.1494,0.2758,29.8715,1.0057,1.3843,37.0525
2,40.8584,55.9292,0.2762,29.8671,1.0029,1.3864,35.9850
2,40.7657,56.1041,0.2768,29.7391,0.9942,1.3899,35.7687
2,40.7992,56.2832,0.2767,29.8427,0.9949,1.3897,35.4164
2,41.0127,56.2272,0.2756,29.7785,0.9968,1.3864,35.6654
2,40.8085,56.2879,0.2767,29.8953,0.9989,1.3887,35.3220
2,40.7426,55.9273,0.2768,29.7716,1.0005,1.3886,35.5112
2,40.9726,56.1911,0.2758,29.8714,1.0030,1.3851,36.3534
2,40.6323,56.2855,0.2776,29.6816,0.9938,1.3917,36.1105
2,41.0082,56.2428,0.2756,29.8273,0.9975,1.3863,35.6679
2,40.6997,55.9749,0.2770,29.8204,1.0022,1.3887,35.6538
2,40.8355,55.9112,0.2763,29.8056,0.9907,1.3891,36.7455
2,40.8660,55.9797,0.2762,29.7727,0.9922,1.3886,36.2596
2,40.7399,56.2854,0.2770,29.9022,0.9935,1.3907,35.5851
2,40.7670,55.9796,0.2767,29.8712,1.0033,1.3875,35.8981
2,40.8091,56.2295,0.2766,29.8211,1.0017,1.3879,35.5732
2,41.0112,56.2716,0.2756,29.7734,0.9958,1.3866,35.7062
2,40.6502,56.2381,0.2774,29.8162,0.9915,1.3919,36.3394
2,40.8325,56.2723,0.2765,29.7099,0.9997,1.3882,35.2834
2,40.6836,56.0908,0.2772,29.8058,1.0052,1.3882,36.2226
2,40.9711,56.2658,0.2758,29.7524,0.9970,1.3869,35.5350
2,40.7768,56.1315,0.2767,29.6867,1.0017,1.3882,35.3822
2,40.8886,55.8941,0.2760,29.6857,1.0058,1.3851,36.4807
2,40.6193,56.0156,0.2775,29.7559,0.9943,1.3914,36.1800
2,40.6391,56.2797,0.2775,29.7454,0.9902,1.3921,36.8695
2,40.7115,56.0447,0.2770,29.8573,0.9915,1.3908,36.3095
2,40.9629,56.1041,0.2758,29.8560,0.9994,1.3862,35.6368
2,40.6177,56.1768,0.2776,29.8037,0.9956,1.3915,35.7096
2,40.8442,56.2067,0.2764,29.8978,0.9979,1.3884,35.2480
2,40.8513,55.8995,0.2762,29.8212,0.9951,1.3883,35.7851
2,40.6202,55.9727,0.2774,29.8485,0.9919,1.3917,36.6085
2,40.6582,56.3169,0.2774,29.8581,1.0006,1.3901,35.5646
2,40.9306,56.1692,0.2760,29.7248,0.9947,1.3878,35.6688
2,40.7055,56.2469,0.2772,29.7807,1.0026,1.3889,35.6604
2,40.7206,56.1947,0.2771,29.8977,0.9939,1.3907,35.5624
2,40.8211,56.0228,0.2765,29.8269,1.0023,1.3872,35.6811
2,40.9908,56.1502,0.2757,29.7093,0.9957,1.3867,35.7088
2,40.9344,56.2469,0.2760,29.6993,0.9909,1.3884,36.4537
2,40.9515,55.8584,0.2757,29.9030,0.9906,1.3876,36.6902
2,40.6657,55.9392,0.2772,29.7004,1.0051,1.3883,36.1134
2,40.7130,56.0745,0.2770,29.6716,0.9919,1.3906,36.5807
2,40.9114,56.2150,0.2761,29.6690,0.9904,1.3887,36.6531
2,40.8986,56.1290,0.2761,29.7526,1.0014,1.3866,35.5918
2,40.6675,56.1936,0.2773,29.8267,0.9919,1.3916,36.1844
2,40.8812,55.9303,0.2761,29.7129,1.0059,1.3852,36.5009
2,40.7089,56.1321,0.2771,29.8823,1.0020,1.3889,35.6112
2,40.7249,56.2650,0.2771,29.6915,0.9903,1.3911,36.7490
2,40.6388,56.0996,0.2774,29.8636,0.9919,1.3917,36.3220
